step,k,minCalibratedJointProbability,maxLegs,maxCombinedOdds,capMin,capMax,recencyWeighting,nLeagueMin,includeConf,trainCoupons,trainHitRate,trainRoi,testCoupons,testHitRate,testRoi,testMaxDrawdown,verdict
1,50,0.35,3,6,0.15,0.8,"flat",15,true,1266,0.46524486571879936,1.010530331753551,97,0.4948453608247423,0.5203041237113402,9,"PASS"
1,50,0.35,3,6,0.15,0.85,"flat",15,true,1266,0.46524486571879936,1.010530331753551,97,0.4948453608247423,0.5203041237113402,9,"PASS"
1,50,0.35,3,6,0.15,0.9,"flat",15,true,1266,0.46524486571879936,1.010530331753551,97,0.4948453608247423,0.5203041237113402,9,"PASS"
1,50,0.4,3,6,0.05,0.8,"flat",15,true,1123,0.4630454140694568,1.027942030276046,91,0.4835164835164835,0.480423076923077,9,"PASS"
1,50,0.4,3,6,0.05,0.85,"flat",15,true,1123,0.4630454140694568,1.027942030276046,91,0.4835164835164835,0.480423076923077,9,"PASS"
1,50,0.4,3,6,0.05,0.9,"flat",15,true,1123,0.4630454140694568,1.027942030276046,91,0.4835164835164835,0.480423076923077,9,"PASS"
1,50,0.4,3,6,0.1,0.8,"flat",15,true,1123,0.4630454140694568,1.027942030276046,91,0.4835164835164835,0.480423076923077,9,"PASS"
1,50,0.4,3,6,0.1,0.85,"flat",15,true,1123,0.4630454140694568,1.027942030276046,91,0.4835164835164835,0.480423076923077,9,"PASS"
1,50,0.4,3,6,0.1,0.9,"flat",15,true,1123,0.4630454140694568,1.027942030276046,91,0.4835164835164835,0.480423076923077,9,"PASS"
1,50,0.4,3,6,0.15,0.8,"flat",15,true,1123,0.4630454140694568,1.027942030276046,91,0.4835164835164835,0.480423076923077,9,"PASS"
1,50,0.4,3,6,0.15,0.85,"flat",15,true,1123,0.4630454140694568,1.027942030276046,91,0.4835164835164835,0.480423076923077,9,"PASS"
1,50,0.4,3,6,0.15,0.9,"flat",15,true,1123,0.4630454140694568,1.027942030276046,91,0.4835164835164835,0.480423076923077,9,"PASS"
1,50,0.45,3,6,0.05,0.8,"flat",15,true,681,0.47723935389133626,1.1138688693098404,85,0.47058823529411764,0.3852764705882354,8,"PASS"
1,50,0.45,3,6,0.05,0.85,"flat",15,true,681,0.47723935389133626,1.1138688693098404,85,0.47058823529411764,0.3852764705882354,8,"PASS"
